,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,scrap_locat,dist_scrap_locat,reservado,url,tiene_color,tiene_emojis,tiene_revisado,comentario,tienda,garantia
0,1033637778,20250108,15,basic,,,"857,00",good,apple iphone 15 128gb verde - revisado,madrid,60,False,https://es.wallapop.com/item/apple-iphone-15-128gb-verde-revisado-1033637778,True,True,True,,,
1,1072128027,20250108,14,pro,128,88,"599,00",good,iphone 14 pro 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-1072128027,False,False,False,"Detalles del producto
iphone 14 Pro de 128 GB 
No tiene arañazos ni golpes.
Funciona todo perfectamente: táctil, altavoz, micrófono, sonido, faceid, etc...
Todo original
salud de la batería 88%
lo vendo con la caja y con su cable de carga
Estado
Buen estado
Marca
Apple
Modelo
iPhone 14 Pro
Color
Negro
Capacidad de almacenamiento
128 GB",False,False
2,1079442450,20250108,14,pro,256,,"699,00",as_good_as_new,iphone 14 pro 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-1079442450,False,False,False,"Detalles del producto
Iphone 14 pro de 256gb en perfecto estado, sigue con apple care vigente, se vende por cambiar al 16 pro.
perfecto estado con funda, protector de camara y cristal templado
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Morado
Capacidad de almacenamiento
256 GB",False,True
3,1079824658,20250108,16,pro,512,100,"1320,00",as_good_as_new,iphone 16 pro 512gb,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-512gb-1079824658,False,False,False,"Detalles del producto
Vendo iphone 16 pro practicamente nuevo, comprado a finales de septiembre online en la app store, color titanio natural, esta impoluto sin marcas ni arañazos, 100% salud de bateria, en su caja otiginal
Estado
Como nuevo
Marca
Apple
Modelo
Iphone 16 pro
Color
Gris
Capacidad de almacenamiento
512 GB",False,False
4,1085459569,20250108,14,pro max,128,100,"869,00",new,iphone 14 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1085459569,False,False,False,"Detalles del producto
OFERTA.
Apple iPhone 14 Pro MAX de 128GB. Fotos originales, color negro. Solos abierto para comprobar funcionamiento. BATERIA AL 100%. Garantía 3 años.
También disponemos de iphone 16 382701
Estamos en paseo extremadura 46, de 10 a 14 y 16:30 a 20:30
Estado
Nuevo
Marca
Apple
Modelo
iPhone 14 Pro Max
Color
Negro
Capacidad de almacenamiento
128 GB",False,False
5,1086156431,20250108,15,pro,,,"900,00",new,iphone 15 pro 100 bateria,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-100-bateria-1086156431,False,False,False,,,
6,1086274745,20250108,15,pro,128,,"820,00",as_good_as_new,iphone 15 pro,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-1086274745,False,False,False,"Detalles del producto
Como nuevo , poco uso , caja y accesorios orginales (Funda compatible Macsafe Elago Streng Magnet ) 128 GB. No cambios por favor
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 15 Pro
Color
Negro
Capacidad de almacenamiento
128 GB",False,False
7,1086686434,20250108,16,basic,128,,"680,00",new,iphone 16 ,madrid,60,False,https://es.wallapop.com/item/iphone-16-1086686434,False,False,False,"Detalles del producto
vendo ipjone 16 de 128 gb nunca usado solo avierto factura y garantia somos tienda
Estado
Nuevo
Marca
Apple
Modelo
16
Color
Azul
Capacidad de almacenamiento
128 GB",True,True
8,1086787196,20250108,16,pro,,,"953,95",good,iphone 16 pro 128gb bat 100% +caja,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-128gb-bat-100--caja-1086787196,False,True,False,,,
9,1086519106,20250108,16,basic,256,100,"905,00",good,apple iphone 16 256gb,madrid,60,False,https://es.wallapop.com/item/apple-iphone-16-256gb-1086519106,False,False,False,"Detalles del producto
El precio mostrado es el de venta en nuestra tienda. El precio de este producto en nuestra página web puede ser diferente. apple iphone 16 256gb CF001_E30529_0 es un objeto que se ofrece en estado muy bueno. Todos nuestros productos cuentan con garantía de 3 años y un plazo de devolución de 14 días. Pulgadas: 6.1 | Capacidad: 256 | Operador: Libre | Megapixels: 48 | Memoria ram: 8 | 3g: 5g | Sistema operativo: Ios | Caja original: Si | Informacion adicional: Bateria 100% | Numero de sim: 1 (simple-sim) | Vida util bateria mayor del 80%: Si | Cable cargador: Si | Porcentaje de bateria: 100 | Modelo: Iphone 16 256gb | Marca: Appl
Estado
Buen estado
Marca
x
Modelo
x
Color
Verde noche",True,False
10,1086596642,20250108,14,plus,128,,"550,00",good,iphone 14 plus,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-1086596642,False,False,False,"Detalles del producto
Vendo iPhone 14 Plus de noviembre del 2022 de 128 gb con caja original
Estado
Buen estado
Marca
Apple
Modelo
iPhone 14 Plus
Color
Blanco
Capacidad de almacenamiento
128 GB",False,False
11,1086711302,20250108,14,basic,128,100,"500,00",new,iphone 14,madrid,60,False,https://es.wallapop.com/item/iphone-14-1086711302,False,False,False,"Detalles del producto
iPhone 14 128 gb negro.

NUEVO SIN USO.

Aquí explico: Yo tenía el mismo iPhone 14 con seguro de Apple Care. He ido ahora a devolver mi viejo móvil y me han dado este nuevo iPhone 14 en Apple Madrid.

La caja y el cable para cargar es la de mi anterior móvil. El teléfono es nuevo, no tiene uso. Batería 100%. No se ha encendido.
Estado
Nuevo
Marca
Apple
Modelo
iPhone 14
Color
Negro
Capacidad de almacenamiento
128 GB",False,False
