,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,scrap_locat,dist_scrap_locat,reservado,url,tiene_color,tiene_emojis,tiene_revisado,comentario,tienda,garantia
0,1102060787,20250215,14,basic,128,86,"479,00",as_good_as_new,iphone 14  128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-128gb-1102060787,False,False,False,"Detalles del producto
comprado en enero 2024 

unico dueño, uso propio 

86% bateria

nunca arreglado ni reparaciones

sin ningun rasguño (siempre usado con 
protector de pantalla y cover) 

regalo el cover

tiene protector de las camaras, lo regalo tambien 

regalo cargador inalambrico magsafe

apple care + hasta el 14 de marzo
garantia hasta el 10 de Enero del 2026

lo vendo por que en mi empresa me han dado otro 

con cable cargador

las pequeñas manchitas son suciedad que para la foto le quite el cover y protector de pantalla. no tiene ni un rasguño
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14
Color
Negro
Capacidad de almacenamiento
128 GB",False,True
1,1102211731,20250215,14,basic,128,,"549,00",as_good_as_new,iphone 14 128gb rojo,madrid,60,False,https://es.wallapop.com/item/iphone-14-128gb-rojo-1102211731,True,False,False,"Detalles del producto
IPHONE 14 128GB ROJO MUY BUEN ESTADO COMO NUEVO CON CAJA 
COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO
DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14
Color
Rojo
Capacidad de almacenamiento
128 GB",False,False
2,1102169783,20250215,14,basic,256,88,"550,00",as_good_as_new,iphone 14 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-256gb-1102169783,False,False,False,"Detalles del producto
🔔Por favor no contactar para negociar, PRECIO NO NEGOCIABLE🔔NO RESPONDO

📲 NUNCA REPARADO TODO ORIGINAL📲

✅iPhone 14 256Gb Negro
✅impecable siempre en funda y con protector de pantalla
✅Bateria 88% Salud la suya 
✅ cable carga y Protector de pantalla y Caja Original

Se recoge en Madrid / No Envío
PRECIO NO NEGOCIABLE 
No respondo ofertas ni intercambios
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14
Color
Negro
Capacidad de almacenamiento
256 GB",False,False
3,1102176157,20250215,14,pro,256,,"870,00",as_good_as_new,iphone 14 pro 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-1102176157,False,False,False,"Detalles del producto
Vendo Iphone 14 PRO 256GB en perfectas condiciones. Lo vendo con su cargador, tambien el adaptasor para cascos. Precio ligeramente negociable.
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Morado
Capacidad de almacenamiento
256 GB",False,False
4,1102153102,20250215,14,basic,128,,"450,00",as_good_as_new,iphone 14 red,madrid,60,False,https://es.wallapop.com/item/iphone-14-red-1102153102,False,False,False,"Detalles del producto
128 Gb
perfecto estado
protector antiespias
con funda 480
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14
Color
Rojo
Capacidad de almacenamiento
128 GB",False,False
5,1102183258,20250215,14,basic,128,86,"549,00",as_good_as_new,iphone 14 128gb blanco,madrid,60,False,https://es.wallapop.com/item/iphone-14-128gb-blanco-1102183258,True,False,False,"Detalles del producto
IPHONE 14 128GB BLANCO MUY BUEN ESTADO CON CAJA SALUD DE BATERIA 86%

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14
Color
Blanco
Capacidad de almacenamiento
128 GB",False,False
6,1102161351,20250215,14,plus,128,100,"525,00",as_good_as_new,iphone 14 plus igual a nuevo 📲,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-igual-a-nuevo-1102161351,False,True,False,"Detalles del producto
🔔Por favor no contactar para negociar, PRECIO NO NEGOCIABLE🔔NO RESPONDO

📲 TODAS SUS PIEZAS 100% ORIGINALES, NUNCA REPARADO

✅iPhone 14 Plus 128Gb Morado 
✅IGUAL A NUEVO 
✅Salud Bateria 84% al ser el modelo Plus DURA TODO EL DIA
✅Cable de carga y Caja original

Se recoge en Madrid / No Envío
PRECIO NO NEGOCIABLE 
No respondo ofertas ni intercambios
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Plus
Color
Morado
Capacidad de almacenamiento
128 GB",False,False
7,1102214795,20250215,14,pro max,256,88,"750,00",as_good_as_new,iphone 14 pro max 256 gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-256-gb-1102214795,False,False,False,"Detalles del producto
Se vende iphone 14 pro max 
Siempre llevado con funda y protector 
No tiene ningun arañazo ni marcas de daños 
Esta como nuevo 
Es de color lila 
Es de 256 GB 
Bateria, capacidad máxima 88%
Viene con cable de carga caja
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro Max
Color
Morado
Capacidad de almacenamiento
256 GB",False,False
8,1101566093,20250215,14,pro max,128,88,"645,00",as_good_as_new,iphone 14 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1101566093,False,False,False,"Detalles del producto
128 gb de almacenamiento

✅ 88% de bateria 

✅sin detalles
 
regalo protector de pantala y protector de camara
✅tiene caja y cargador

se puede ver y probar 

acepto movil como parte de pago
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro Max
Color
Morado
Capacidad de almacenamiento
128 GB",False,False
9,1102217044,20250215,14,pro,128,88,"649,00",as_good_as_new,iphone 14 pro 256gb negro,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-negro-1102217044,True,False,False,"Detalles del producto
IPHONE 14 PRO 256GB NEGRO ALGO DE USO TELEFONO+CABLE. 88% SALUD BATERIA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Negro
Capacidad de almacenamiento
128 GB",False,False
10,1102214433,20250215,14,plus,256,87,"649,00",as_good_as_new,iphone 14 plus 256gb morado,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-morado-1102214433,True,False,False,"Detalles del producto
IPHONE 14 PLUS 256GB LILA MUY BUEN ESTADO TELEF.+CABLE SALUD DE BATERIA 87%

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO CITA PREVIA DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Plus
Color
Morado
Capacidad de almacenamiento
256 GB",False,False
11,1102179683,20250215,14,pro,128,91,"625,00",as_good_as_new,iphone 14 pro 128gb ,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-1102179683,False,False,False,"Detalles del producto
Pongo mi iPhone 14 Pro en venta, un propietario
Siempre con funda y cristal templado
Nunca abierto ni reparado
Salud de bateria al 91%
Caja y accesorios
Regalo dos fundas originales y tarjetero magnetico 
Va como un tiro, tiene las mismas camaras que el 15 pro y los 120Hz
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Negro
Capacidad de almacenamiento
128 GB",False,False
12,1102206621,20250215,14,plus,256,87,"649,00",as_good_as_new,iphone 14 plus 256gb morado,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-morado-1102206621,True,False,False,"Detalles del producto
IPHONE 14 PLUS 256GB MORADO IMPECABLE COMO NUEVO CON CAJA
87% SALUD DE BATERIA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO
DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Plus
Color
Morado
Capacidad de almacenamiento
256 GB",False,False
13,1102182500,20250215,14,pro,128,85,"625,00",as_good_as_new,iphone 14 pro 128gb negro,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-negro-1102182500,True,False,False,"Detalles del producto
IPHONE 14 PRO 128GB NEGRO BUEN ESTADO COMO NUEVO CON CAJA
85% SALUD BATERIA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Negro
Capacidad de almacenamiento
128 GB",False,False
14,1102215492,20250215,14,pro max,128,88,"649,00",as_good_as_new,iphone 14 pro max 128gb violeta,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-violeta-1102215492,False,False,False,"Detalles del producto
IPHONE 14 PRO MAX 128GB VIOLETA MORADO MUY BUEN ESTADO TELEFONO+CABLE
SALUD DE BATERIA 88%

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro Max
Color
Violeta
Capacidad de almacenamiento
128 GB",False,False
15,1102181264,20250215,14,plus,256,92,"649,00",as_good_as_new,iphone 14 plus 256gb blanco,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-blanco-1102181264,True,False,False,"Detalles del producto
IPHONE 14 PLUS 256GB BLANCO MUY BUEN ESTADO TELEFONO+CABLE 92% SALUD BATERIA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO
DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Plus
Color
Blanco
Capacidad de almacenamiento
256 GB",False,False
16,1031612091,20250215,14,pro,,,"749,00",as_good_as_new,iphone 14 pro 128gb dorado con batería +85%,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-dorado-con-bateria--85-1031612091,False,True,False,,,
17,1102180411,20250215,14,plus,128,93,"599,00",as_good_as_new,iphone 14 plus 128gb blanco,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-128gb-blanco-1102180411,True,False,False,"Detalles del producto
IPHONE 14 PLUS 128GB BLANCO MUY BUEN ESTADO TELEF+CABLE 
SALUD DE BATERIA 93%

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO CITA PREVIA DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Plus
Color
Blanco
Capacidad de almacenamiento
128 GB",False,False
18,1102177499,20250215,14,plus,256,100,"649,00",as_good_as_new,iphone 14 plus 256gb negro,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-negro-1102177499,True,False,False,"Detalles del producto
IPHONE 14 plus 256gb NEGRO IMPECABLE COMO NUEVO CON CAJA 
100% SALUD BATERIA 

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
Iphone 14 Plus
Color
Negro
Capacidad de almacenamiento
256 GB",False,False
19,1102175552,20250215,14,pro,256,87,"649,00",as_good_as_new,iphone 14 pro 256gb gold,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-gold-1102175552,False,False,False,"Detalles del producto
IPHONE 14 PRO 256GB GOLD DORADO MUY BUEN ESTADO CON CAJA. 87% SALUD BATERIA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Dorado
Capacidad de almacenamiento
256 GB",False,False
20,1102184103,20250215,14,basic,128,86,"549,00",as_good_as_new,iphone 14 128gb azul muy buen estado,madrid,60,False,https://es.wallapop.com/item/iphone-14-128gb-azul-muy-buen-estado-1102184103,True,False,False,"Detalles del producto
IPHONE 14 128GB AZUL MUY BUEN ESTADO CON CAJA 86% SALUD BATERIA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14
Color
Azul
Capacidad de almacenamiento
128 GB",False,False
