,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,scrap_locat,dist_scrap_locat,reservado,url,tiene_color,tiene_emojis,tiene_revisado,comentario,tienda,garantia
0,1033637533,20250106,14,basic,128,85,"615,37",good,apple iphone 14 128gb amarillo - revisado,madrid,60,False,https://es.wallapop.com/item/apple-iphone-14-128gb-amarillo-revisado-1033637533,True,True,True,"Marca: Apple
Modelo: iPhone 14
Capacidad de almacenamiento: 128 GB
Color: Amarillo
Accesorios: cable de carga 

🔋 Salud de la batería: +85% 
✅ Revisado: funciona correctamente 
🚫 Precio no negociable 
🚚 Envío gratis 
🔒 Factura y garantia de 1 año 

El iPhone 14 de Apple es el smartphone más avanzado del mundo, con un diseño bello y elegante, un potente sistema de cámaras con una nueva cámara principal y frontal TrueDepth, ultra gran angular para perspectivas únicas. Equipado con el chip A15 Bionic, este dispositivo ofrece un rendimiento y una eficiencia increíbles para hacer frente a las tareas más exigentes. Con funciones de seguridad críticas que incluyen detección de accidentes y Emergencia SOS vía satélite, así como una impresionante duración de la batería, una resistencia líder en el sector y una conectividad 5G ultra rápida, el iPhone 14 es más avanzado que nunca.",False,True
1,1033637778,20250106,15,basic,128,85,"857,00",good,apple iphone 15 128gb verde - revisado,madrid,60,False,https://es.wallapop.com/item/apple-iphone-15-128gb-verde-revisado-1033637778,True,True,True,"Marca: Apple
Modelo: iPhone 15
Capacidad de almacenamiento: 128 GB
Color: Verde
Accesorios: cable de carga 

🔋 Salud de la batería: +85% 
✅ Revisado: funciona correctamente 
🚫 Precio no negociable 
🚚 Envío gratis 
🔒 Factura y garantia de 1 año 

El iPhone 15 reacondicionado combina la excelencia tecnológica de Apple con un precio accesible. Al optar por un iPhone 15 reacondicionado, no solo obtienes un smartphone de última generación, sino que también contribuyes al cuidado del medio ambiente.El iPhone 15 reacondicionado cuenta con una impresionante pantalla Super Retina XDR de 6.1 pulgadas. Esta pantalla ofrece una claridad y brillo excepcionales, lo que significa que tus fotos, videos y aplicaciones se verán increíbles con colores vibrantes y detalles nítidos.La cámara del iPhone 15 es realmente avanzada. Tiene un sistema de cámara dual de 12 megapíxeles, lo que te permite tomar fotos de alta calidad incluso en condiciones de poca luz gracias a su modo nocturno. Además, puedes grabar videos en 4K, que es una resolución ultra alta, ideal para capturar momentos especiales con una claridad asombrosa.En cuanto al rendimiento, el iPhone 15 está equipado con el chip A15 Bionic, que es extremadamente rápido y eficiente. Esto significa que puedes usar varias aplicaciones al mismo tiempo sin que el teléfono se ralentice. Ya sea que estés jugando, viendo videos o trabajando, todo funciona de manera fluida.La batería del iPhone 15 también es impresionante. Puede durar hasta 20 horas de reproducción de video, lo que significa que puedes usarlo durante todo el día sin preocuparte por quedarte sin carga. Además, este modelo es resistente al agua y al polvo, lo que agrega una capa extra de protección para tu tranquilidad.Optar por un iPhone 15 reacondicionado tiene muchas ventajas. Primero, cada dispositivo pasa por un riguroso proceso de revisión y prueba para asegurar que funcione como nuevo. Esto te garantiza un producto de alta calidad a un precio mucho más bajo qu",True,True
2,1056720567,20250106,14,plus,128,85,"490,00",as_good_as_new,iphone 14 plus ,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-1056720567,False,False,False,"Detalles del producto
Iphone 14 plus, no tienen ningun detalle nunca ha sido reparado, lo vendo por emergencia. la bateria esta a 85%
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Plus
Color
Azul
Capacidad de almacenamiento
128 GB",False,False
3,1078161119,20250106,15,pro max,512,99,"1095,00",as_good_as_new,iphone 15 pro max ! ,madrid,60,False,https://es.wallapop.com/item/iphone-13-pro-en-perfecto-estado-1078161119,False,True,False,"Detalles del producto
iPhone 15 pro Max De 512 G De Capacidad En Perfecto Estado Solo tiene 6 meses de Uso y perfectamente cuidado ya que en esos 6 meses apenas se uso bateria al 99 % y fisicamente sin nigun tipo de marca de uso esta impoluto hablarme para que os pase el numero de serie y lo verifiqueis el tema de la garantia la caja se me ha extraviado pero si la consigo lo entrego con caja lo que no doy es el cable por eso el precio Tambien dispongo de un 12 pro con caja por 295 euros precio ligeramente negociable esta perfecto tambien! ofertas serias por favor ! el 15 se puede muy ligeramente bajar el precio para los primeros interesados ! El Precio ya esta por debajo del modelo basico del 15 pro max aprovecha ! con este no te faltara espacio para tus fotos y videos
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 15 Pro
Color
Gris espacial
Capacidad de almacenamiento
512 GB",False,True
4,1079999158,20250106,16,pro,256,100,"1150,00",as_good_as_new,iphone 16 pro 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-256gb-1079999158,False,False,False,"Detalles del producto
Vendo iphone 16 pro de 256gb en color desert titanio, en perfecto estado, como nuevo, comprado a finales de septiembre online en la app store, salud de bateria al 100%, en su caja original
Estado
Como nuevo
Marca
Apple
Modelo
Iphone 16 pro
Color
Beige
Capacidad de almacenamiento
256 GB",False,False
5,1085604673,20250106,15,basic,128,100,"675,00",new,iphone 15,madrid,60,False,https://es.wallapop.com/item/iphone-15-1085604673,False,False,False,"Detalles del producto
OFERTA por REYES. 3 AÑOS DE GARANTIA en nuestra tienda de Madrid.
HOY domingo 5 nuestra tienda esta abierta.
Iphone 15 de 128GB. con la bateria al 100%. NUEVO, solo abierto para comprobar funcionamiento. Color negro. Fotos originales.
Estamos en Paseo de extremadura 46. 381730
No te quedes sin regalo; disponemos de iphone 16 iphone 14 pro max iphone 13 ps5 ps4 pro nintendo switch videojuegos, etc.
Estado
Nuevo
Marca
Apple
Modelo
iPhone 15
Color
Negro
Capacidad de almacenamiento
128 GB",True,False
6,1085714489,20250106,16,basic,128,92,"819,00",good,smartphone apple iphone 16 128 gb -e0037306cv-,madrid,60,False,https://es.wallapop.com/item/smartphone-apple-iphone-16-128-gb-e0037306cv-1085714489,False,True,False,"Detalles del producto
📬Muchos más productos en nuestra web📦

⭐️ 3 años de Garantía ⭐️

📍Somos tu loco tienda en c/Madrid 92,
Getafe.

📦Realizamos Envíos a través de Wallapop.

📞Consulta disponibilidad a través del chat o por teléfono 919478037

E0037306CV
Estado
Buen estado
Marca
Apple
Modelo
iPhone 16
Color
Blanco
Capacidad de almacenamiento
128 GB",True,False
7,1086024723,20250106,14,plus,512,,"875,00",new,iphone 14 plus 512gb apple,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-512gb-apple-1086024723,False,False,False,"Detalles del producto
Vendo iPhone 14 Plus 512GB Apple - Medianoche
A estrnar, sin quitar protectores. Lo vendo porque los reyes me han traido 2 iphones. 
Lo vendo con la facrura de compra de hace 15 dias.
Estado
Nuevo
Marca
Apple
Modelo
iPhone 14 Plus
Color
Negro
Capacidad de almacenamiento
512 GB",False,False
8,1086056038,20250106,16,basic,128,,"770,00",new,iphone 16 de 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-16-de-128gb-1086056038,False,False,False,"Detalles del producto
iPhone 16 
memoria 128gb
Estado
Nuevo
Marca
Apple
Color
Rosa
Capacidad de almacenamiento
128 GB",False,False
9,1084745293,20250106,16,plus,256,,"950,00",good,iphone 16 plus 256gb ,madrid,60,False,https://es.wallapop.com/item/iphone-16-plus-256gb-1084745293,False,False,False,"Detalles del producto
iphone 16 plus 256gb
blanco
con pequeños rayones en la pantalla
Estado
Buen estado
Marca
Apple
Modelo
Iphone 16 plus
Color
Blanco
Capacidad de almacenamiento
256 GB",False,False
