,id,nombre,precio,estado,reservado,url
0,1068680575,"iphone 16 128 gb, rosa a estrenar","803,95",good,False,https://es.wallapop.com/item/iphone-16-128-gb-rosa-a-estrenar-1068680575
1,1068638513,iphone 16 plus 128gb ultramarino 100% bateria,"949,00",good,False,https://es.wallapop.com/item/iphone-16-plus-128gb-ultramarino-100-bateria-1068638513
2,1068402997,iphone 6 silver 16 gb,"70,00",good,False,https://es.wallapop.com/item/iphone-6-silver-16-gb-1068402997
3,1063493016,iphone 16,"810,00",good,False,https://es.wallapop.com/item/iphone-16-1063493016
4,1066517058,iphone 5s 16 gb,"50,00",good,False,https://es.wallapop.com/item/iphone-5s-16-gb-1066517058
5,1063908118,iphone 16 128gb lila,"799,99",good,False,https://es.wallapop.com/item/iphone-16-128gb-lila-1063908118
6,1060834519,iphone 16,"830,00",good,False,https://es.wallapop.com/item/iphone-16-1060834519
7,1062639161,"teléfono apple iphone 3, 16 gb","15,00",good,False,https://es.wallapop.com/item/telefono-apple-iphone-3-16-gb-1062639161
8,1055322025,iphone 16,"895,00",good,False,https://es.wallapop.com/item/iphone-16-1055322025
9,1051268843,telefono iphone 3gs 16 gb,"60,00",good,False,https://es.wallapop.com/item/telefono-iphone-3gs-16-gb-1051268843
