,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,reservado,url
0,1068541305,20241114,16,basic,128,n/a,"800,00",new,iphone 16 128gb,False,https://es.wallapop.com/item/iphone-16-128gb-1068541305
1,1069277594,20241114,14,pro,n/a,n/a,"700,00",new,iphone 14 pro morado,False,https://es.wallapop.com/item/iphone-14-pro-morado-1069277594
2,1069385453,20241114,16,basic,n/a,n/a,"850,00",as_good_as_new,iphone 16,False,https://es.wallapop.com/item/iphone-16-1069385453
3,1069408278,20241114,14,pro,n/a,n/a,"800,00",good,iphone 14 pro,False,https://es.wallapop.com/item/iphone-14-pro-1069408278
4,1069426273,20241114,16,pro max,n/a,n/a,"1020,00",good,iphone 16 pro max,False,https://es.wallapop.com/item/iphone-16-pro-max-1069426273
5,1069433958,20241114,15,pro max,256,n/a,"900,00",new,vendo iphone 15 pro max 256gb,False,https://es.wallapop.com/item/vendo-iphone-15-pro-max-256gb-1069433958
6,1069438616,20241114,15,basic,n/a,n/a,"750,00",good,iphone 15 ,False,https://es.wallapop.com/item/iphone-15-1069438616
7,1069439182,20241114,15,basic,128,n/a,"619,00",as_good_as_new,iphone 15 128gb como nuevo!,False,https://es.wallapop.com/item/iphone-15-128gb-como-nuevo-1069439182
8,1069480230,20241114,14,basic,n/a,n/a,"450,00",as_good_as_new,iphone 14,False,https://es.wallapop.com/item/iphone-14-1069480230
9,1052825433,20241114,14,basic,128,n/a,"629,00",as_good_as_new,iphone 14 (128gb) como nuevo,False,https://es.wallapop.com/item/iphone-14-128gb-como-nuevo-1052825433
10,1069111230,20241114,14,pro max,1tb,87,"899,00",good,iphone 14 pro max de 1tb /87% bat perfecto estado,False,https://es.wallapop.com/item/iphone-14-pro-max-de-1tb-87-bat-perfecto-estado-1069111230
11,1069146469,20241114,16,plus,128,100,"949,00",good,iphone 16 plus 128gb ultramarino 100% bateria,False,https://es.wallapop.com/item/iphone-16-plus-128gb-ultramarino-100-bateria-1069146469
12,1069224440,20241114,14,basic,256,n/a,"620,00",new,iphone 14 256g,False,https://es.wallapop.com/item/iphone-14-256g-1069224440
13,1069233064,20241114,15,basic,n/a,n/a,"650,00",new,iphone 15,False,https://es.wallapop.com/item/iphone-15-1069233064
14,1069325040,20241114,16,pro,128,n/a,"950,00",new,iphone 16 pro 128gb ,False,https://es.wallapop.com/item/iphone-16-pro-128gb-1069325040
15,1069413400,20241114,16,pro,n/a,n/a,"800,00",as_good_as_new,iphone 16 pro,False,https://es.wallapop.com/item/iphone-16-pro-1069413400
