,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,scrap_locat,dist_scrap_locat,reservado,url
0,1033637778,20250108,15,basic,128,n/a,"857,00",good,apple iphone 15 128gb verde - revisado,madrid,60,False,https://es.wallapop.com/item/apple-iphone-15-128gb-verde-revisado-1033637778
1,1072128027,20250108,14,pro,128,n/a,"599,00",good,iphone 14 pro 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-1072128027
2,1079442450,20250108,14,pro,256,n/a,"699,00",as_good_as_new,iphone 14 pro 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-1079442450
3,1079824658,20250108,16,pro,512,n/a,"1320,00",as_good_as_new,iphone 16 pro 512gb,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-512gb-1079824658
4,1085459569,20250108,14,pro max,n/a,n/a,"869,00",new,iphone 14 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1085459569
5,1086156431,20250108,15,pro,n/a,100,"900,00",new,iphone 15 pro 100 bateria,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-100-bateria-1086156431
6,1086274745,20250108,15,pro,n/a,n/a,"820,00",as_good_as_new,iphone 15 pro,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-1086274745
7,1086686434,20250108,16,basic,n/a,n/a,"680,00",new,iphone 16 ,madrid,60,False,https://es.wallapop.com/item/iphone-16-1086686434
8,1086787196,20250108,16,pro,128,100,"953,95",good,iphone 16 pro 128gb bat 100% +caja,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-128gb-bat-100--caja-1086787196
9,1086519106,20250108,16,basic,256,n/a,"905,00",good,apple iphone 16 256gb,madrid,60,False,https://es.wallapop.com/item/apple-iphone-16-256gb-1086519106
10,1086596642,20250108,14,plus,n/a,n/a,"550,00",good,iphone 14 plus,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-1086596642
11,1086711302,20250108,14,basic,n/a,n/a,"500,00",new,iphone 14,madrid,60,False,https://es.wallapop.com/item/iphone-14-1086711302
12,1086730802,20250108,16,plus,128,n/a,"925,00",new,iphone 16 plus 128gb rosa nuevo,madrid,60,False,https://es.wallapop.com/item/iphone-16-plus-128gb-rosa-nuevo-1086730802
13,1086755592,20250108,15,basic,n/a,n/a,"900,00",new,iphone 15,madrid,60,False,https://es.wallapop.com/item/iphone-15-1086755592
14,1086799979,20250108,14,basic,n/a,n/a,"559,00",as_good_as_new,iphone 14,madrid,60,False,https://es.wallapop.com/item/iphone-14-1086799979
15,1086813883,20250108,15,pro max,n/a,n/a,"800,00",good,iphone 15 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-max-1086813883
16,1086827157,20250108,15,basic,n/a,n/a,"650,00",as_good_as_new,iphone 15,madrid,60,False,https://es.wallapop.com/item/iphone-15-1086827157
17,1086836522,20250108,16,basic,n/a,n/a,"770,00",as_good_as_new,iphone 16 como nuevo,madrid,60,False,https://es.wallapop.com/item/iphone-16-como-nuevo-1086836522
18,1085714489,20250108,16,basic,128,n/a,"819,00",good,smartphone apple iphone 16 128 gb -e0037306cv-,madrid,60,False,https://es.wallapop.com/item/smartphone-apple-iphone-16-128-gb-e0037306cv-1085714489
19,1086511124,20250108,16,basic,n/a,n/a,"735,00",new,iphone 16,madrid,60,False,https://es.wallapop.com/item/iphone-16-1086511124
20,1086783628,20250108,15,pro,256,n/a,"950,00",new,iphone 15 pro máx 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-1086783628
21,1086787564,20250108,14,basic,n/a,n/a,"435,00",as_good_as_new,iphone 14 ,madrid,60,False,https://es.wallapop.com/item/iphone-14-1086787564
22,1086788063,20250108,14,pro max,128,n/a,"815,00",good,iphone 14 pro max blanco 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-blanco-128gb-1086788063
23,1086798584,20250108,14,pro max,128,n/a,"750,00",new,nuevo iphone 14 pro max 128gb,madrid,60,False,https://es.wallapop.com/item/nuevo-iphone-14-pro-max-128gb-1086798584
24,1086804116,20250108,15,basic,n/a,n/a,"650,00",as_good_as_new,iphone 15 nuevo📲,madrid,60,False,https://es.wallapop.com/item/iphone-15-nuevo-1086804116
25,1086829824,20250108,15,plus,n/a,n/a,"700,00",good,iphone 15 plus,madrid,60,False,https://es.wallapop.com/item/iphone-15-plus-1086829824
26,1086831636,20250108,16,pro,256,n/a,"1099,00",as_good_as_new,iphone 16 pro 256gb desierto,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-256gb-desierto-1086831636
27,1082805613,20250108,16,pro max,256,n/a,"1203,95",new,movil iphone 16 pro max 256gb black titanium a estrenar,madrid,60,False,https://es.wallapop.com/item/movil-iphone-16-pro-max-256gb-black-titanium-a-estrenar-1082805613
28,1084745293,20250108,16,plus,256,n/a,"950,00",good,iphone 16 plus 256gb ,madrid,60,False,https://es.wallapop.com/item/iphone-16-plus-256gb-1084745293
29,1086510963,20250108,14,basic,256,n/a,"480,00",new,iphone 14 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-256gb-1086510963
30,1086645668,20250108,15,basic,128,n/a,"700,00",new,iphone 15 128 gb,madrid,60,False,https://es.wallapop.com/item/iphone-15-128-gb-1086645668
31,1086720570,20250108,14,pro max,256,n/a,"725,00",good,iphone 14 pro max 256gb negro,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-256gb-negro-1086720570
32,1086748162,20250108,15,pro,n/a,n/a,"620,00",as_good_as_new,iphone 15 pro,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-1086748162
33,1086801938,20250108,14,basic,n/a,n/a,"480,00",as_good_as_new,iphone 14,madrid,60,False,https://es.wallapop.com/item/iphone-14-1086801938
34,1086810712,20250108,15,basic,n/a,n/a,"850,00",good,movil iphone 15 rosa ,madrid,60,False,https://es.wallapop.com/item/movil-iphone-15-rosa-1086810712
35,1086832715,20250108,16,pro max,512,n/a,"1309,00",as_good_as_new,iphone 16 pro max 512gb impecable ,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-512gb-impecable-1086832715
36,1083941020,20250108,16,basic,128,100,"753,95",good,iphone 16 ultramarine 128gb 100% bat+ caja,madrid,60,False,https://es.wallapop.com/item/iphone-16-ultramarine-128gb-100-bat--caja-1083941020
37,1086470904,20250108,14,pro,n/a,n/a,"720,00",new,iphone 14 pro blanco,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-blanco-1086470904
38,1086483130,20250108,16,basic,n/a,n/a,"730,00",new,iphone 16,madrid,60,False,https://es.wallapop.com/item/iphone-16-1086483130
39,1086633123,20250108,16,pro max,n/a,n/a,"1250,00",as_good_as_new,iphone 16 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-1086633123
40,1086674429,20250108,14,pro,256,n/a,"700,00",good,iphone 14 pro 256 gigas morado,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256-gigas-morado-1086674429
41,1086773151,20250108,15,pro max,256,n/a,"880,00",new,iphone 15 pro max 256gb ,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-1086773151
42,1086775479,20250108,15,pro,n/a,n/a,"620,00",as_good_as_new,iphone 15 pro negro,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-negro-1086775479
43,1086813210,20250108,15,pro max,256,n/a,"950,00",good,iphone 15 pro max 256gb azul,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-azul-1086813210
44,1086830446,20250108,14,basic,n/a,n/a,"489,00",as_good_as_new,iphone 14 impoluto,madrid,60,False,https://es.wallapop.com/item/iphone-14-impoluto-1086830446
45,1080681424,20250108,16,basic,128,n/a,"819,00",good,smartphone apple iphone 16 128 gb,madrid,60,False,https://es.wallapop.com/item/smartphone-apple-iphone-16-128-gb-1080681424
46,1086411570,20250108,14,basic,256,n/a,"550,00",new,iphone 14 lila 256 garantia,madrid,60,False,https://es.wallapop.com/item/iphone-14-lila-256-garantia-1086411570
47,1086415456,20250108,15,basic,n/a,n/a,"650,00",new,iphone 15 ,madrid,60,False,https://es.wallapop.com/item/iphone-15-1086415456
48,1086566866,20250108,14,pro,128,n/a,"615,00",good,iphone 14 pro 128gb morado,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-morado-1086566866
49,1086676778,20250108,16,pro,n/a,n/a,"980,00",new,iphone 16 pro desert titanium solo activado,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-desert-titanium-solo-activado-1086676778
50,1086705641,20250108,16,plus,128,n/a,"845,00",as_good_as_new,iphone 16 plus 128 gb  applecare ,madrid,60,False,https://es.wallapop.com/item/iphone-16-plus-128-gb-applecare-1086705641
51,1086733440,20250108,15,pro,n/a,n/a,"820,00",as_good_as_new,iphone 15 pro,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-1086733440
