,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,reservado,url
0,1073642029,20241127,15,basic,n/a,n/a,"590,00",as_good_as_new,iphone 15 ,False,https://es.wallapop.com/item/iphone-15-1073642029
1,1073757376,20241127,15,basic,128,n/a,"599,00",good,iphone 15 128gb negro,False,https://es.wallapop.com/item/iphone-15-128gb-negro-1073757376
2,1073789336,20241127,15,pro,n/a,n/a,"899,00",new,iphone 15 pro,False,https://es.wallapop.com/item/iphone-15-pro-1073789336
3,1073756454,20241127,15,plus,n/a,n/a,"800,00",new,iphone 15 plus a estrenar ,False,https://es.wallapop.com/item/iphone-15-plus-a-estrenar-1073756454
4,1073765761,20241127,15,pro,128,n/a,"799,00",good,iphone 15 pro 128gb natural,False,https://es.wallapop.com/item/iphone-15-pro-128gb-natural-1073765761
5,1073781480,20241127,15,basic,128,n/a,"649,00",as_good_as_new,iphone 15 128gb impecable,False,https://es.wallapop.com/item/iphone-15-128gb-impecable-1073781480
6,1073703462,20241127,15,plus,n/a,n/a,"720,00",as_good_as_new,iphone 15 plus ,False,https://es.wallapop.com/item/iphone-15-plus-1073703462
7,1073716209,20241127,15,pro max,256,n/a,"999,00",new,iphone 15 pro max 256 gb nuevo ,False,https://es.wallapop.com/item/iphone-15-pro-max-256-gb-nuevo-1073716209
8,1073756019,20241127,15,pro,128,n/a,"799,00",good,iphone 15 pro 128gb natural,False,https://es.wallapop.com/item/iphone-15-pro-128gb-natural-1073756019
9,1073000950,20241127,15,pro max,256,n/a,"995,00",new,iphone 15 pro max 256gb reacondicionado,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-reacondicionado-1073000950
10,1073762896,20241127,15,pro,128,n/a,"849,00",good,iphone 15 pro 128gb titanio azul,False,https://es.wallapop.com/item/iphone-15-pro-128gb-titanio-azul-1073762896
11,1073775324,20241127,15,pro,128,n/a,"650,00",as_good_as_new,iphone 15 pro 128gb,False,https://es.wallapop.com/item/iphone-15-pro-128gb-1073775324
12,1064233981,20241127,15,basic,128,n/a,"635,00",new,iphone 15 rosa 128gb nuevo,False,https://es.wallapop.com/item/iphone-15-rosa-128gb-1064233981
13,1073593723,20241127,15,pro,n/a,n/a,"950,00",good,iphone 15 pro,False,https://es.wallapop.com/item/iphone-15-pro-1073593723
14,1073716234,20241127,15,pro max,n/a,n/a,"979,00",as_good_as_new,iphone 15 pro max,False,https://es.wallapop.com/item/iphone-15-pro-max-1073716234
15,1073356158,20241127,15,plus,256,n/a,"950,00",new,iphone 15 plus 256gb,False,https://es.wallapop.com/item/iphone-15-plus-256gb-1073356158
16,1073697074,20241127,15,pro,n/a,n/a,"1000,00",as_good_as_new,se vende iphone 15 pro ,False,https://es.wallapop.com/item/se-vende-iphone-15-pro-1073697074
17,1073764752,20241127,15,pro max,256,n/a,"949,00",good,iphone 15 pro max 256gb negro,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-negro-1073764752
18,1073345266,20241127,15,basic,128,n/a,"579,99",new,"iphone 15 black 128gb garantía 
",False,https://es.wallapop.com/item/iphone-15-black-128gb-garantia-1073345266
19,1073717352,20241127,15,pro,256,n/a,"800,00",good,iphone 15 pro 256g,False,https://es.wallapop.com/item/iphone-15-pro-256g-1073717352
20,1073781800,20241127,15,pro,128,n/a,"689,00",as_good_as_new,iphone 15 pro 128gb perfecto estado ,False,https://es.wallapop.com/item/iphone-15-pro-128gb-perfecto-estado-1073781800
21,1033637778,20241127,15,basic,128,n/a,"734,00",good,apple iphone 15 128gb verde - revisado,False,https://es.wallapop.com/item/apple-iphone-15-128gb-verde-revisado-1033637778
22,1073511435,20241127,15,pro max,256,100,"1000,00",new,iphone 15 pro max 256 gb 100% - sin caja ni cargad,False,https://es.wallapop.com/item/iphone-15-pro-max-256-gb-100-sin-caja-ni-cargad-1073511435
23,1073763332,20241127,15,pro,128,n/a,"849,00",as_good_as_new,iphone 15 pro 128gb natural,False,https://es.wallapop.com/item/iphone-15-pro-128gb-natural-1073763332
24,1033637749,20241127,15,basic,512,n/a,"1256,00",good,apple iphone 15 512gb azul - revisado,False,https://es.wallapop.com/item/apple-iphone-15-512gb-azul-revisado-1033637749
25,1073347612,20241127,15,pro max,256,n/a,"949,99",new,"iphone 15 pro max titanium 256gb intacto
",False,https://es.wallapop.com/item/iphone-15-pro-max-titanium-256gb-intacto-1073347612
26,1073699441,20241127,15,pro max,n/a,n/a,"850,00",as_good_as_new,iphone 15 pro max ,False,https://es.wallapop.com/item/iphone-15-pro-max-1073699441
27,1033637742,20241127,15,basic,256,n/a,"818,00",good,apple iphone 15 256gb azul - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-azul-revisado-1033637742
28,1073280211,20241127,15,pro,128,n/a,"790,00",new,iphone 15 pro 128gb black solo activado ,False,https://es.wallapop.com/item/iphone-15-pro-128gb-black-solo-activado-1073280211
29,1073785578,20241127,15,pro,256,n/a,"925,00",as_good_as_new,iphone 15 pro 256gb titanio natural,False,https://es.wallapop.com/item/iphone-15-pro-256gb-titanio-natural-1073785578
30,1033637712,20241127,15,basic,128,n/a,"734,00",good,apple iphone 15 128gb azul - revisado,False,https://es.wallapop.com/item/apple-iphone-15-128gb-azul-revisado-1033637712
31,1073017927,20241127,15,pro,n/a,n/a,"900,00",new,iphone 15 pro,False,https://es.wallapop.com/item/iphone-15-pro-1073017927
32,1073751767,20241127,15,plus,128,n/a,"749,00",as_good_as_new,iphone 15 plus 128gb negro,False,https://es.wallapop.com/item/iphone-15-plus-128gb-negro-1073751767
33,1033637669,20241127,15,basic,256,n/a,"906,00",good,apple iphone 15 256gb negro - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-negro-revisado-1033637669
34,1044209321,20241127,15,basic,n/a,n/a,"789,00",as_good_as_new,iphone 15  amarillo - nuevo en su caja,False,https://es.wallapop.com/item/iphone-15-amarillo-nuevo-en-su-caja-1044209321
35,1073013903,20241127,15,plus,n/a,n/a,"670,00",new,iphone 15 plus,False,https://es.wallapop.com/item/iphone-15-plus-1073013903
36,1033637646,20241127,15,basic,128,n/a,"726,76",good,apple iphone 15 128gb negro - revisado,False,https://es.wallapop.com/item/apple-iphone-15-128gb-negro-revisado-1033637646
37,1073202872,20241127,15,pro,128,n/a,"799,00",new,♻️ iphone 15 pro 128 gb,False,https://es.wallapop.com/item/iphone-15-pro-128-gb-1073202872
38,1073761979,20241127,15,pro,128,n/a,"849,00",as_good_as_new,iphone 15 pro 128gb titanio azul,False,https://es.wallapop.com/item/iphone-15-pro-128gb-titanio-azul-1073761979
39,1067149326,20241127,15,pro max,512,n/a,"1150,00",good,iphone 15 pro max 512 gb,False,https://es.wallapop.com/item/iphone-15-pro-max-512-gb-1067149326
40,1073282878,20241127,15,pro,128,100,"780,00",new,iphone 15 pro de 128gb black 100% bat,False,https://es.wallapop.com/item/iphone-15-pro-de-128gb-black-100-bat-1073282878
41,1073762465,20241127,15,pro,128,n/a,"849,00",as_good_as_new,iphone 15 pro 128gb titanio natural,False,https://es.wallapop.com/item/iphone-15-pro-128gb-titanio-natural-1073762465
42,1073190874,20241127,15,pro max,256,n/a,"930,00",new,iphone 15 pro max 256gb como nuevo,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-como-nuevo-1073190874
43,1073673862,20241127,15,pro max,256,n/a,"849,00",good,iphone 15 pro max 256gb,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-1073673862
44,1073761543,20241127,15,pro,128,n/a,"849,00",as_good_as_new,iphone 15 pro 128gb titanio blanco,False,https://es.wallapop.com/item/iphone-15-pro-128gb-titanio-blanco-1073761543
45,1073154280,20241127,15,pro max,256,n/a,"940,00",new,iphone 15 pro max 256gb nuevo,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-nuevo-1073154280
46,1073200859,20241127,15,basic,256,100,"630,00",good,apple iphone 15 256gb bat 100% garantia,False,https://es.wallapop.com/item/apple-iphone-15-256gb-bat-100-garantia-1073200859
47,1073750133,20241127,15,pro,1tb,n/a,"1149,00",as_good_as_new,iphone 15 pro 1tb titanio negro,False,https://es.wallapop.com/item/iphone-15-pro-1tb-titanio-negro-1073750133
48,1073152960,20241127,15,pro max,256,n/a,"930,00",new,iphone 15 pro max 256gb nuevo,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-nuevo-1073152960
49,1073532967,20241127,15,basic,128,100,"650,00",good,iphone 15 de 128gb/100% bat buen estado libre ,False,https://es.wallapop.com/item/iphone-15-de-128gb-100-bat-buen-estado-libre-1073532967
50,1073788762,20241127,15,pro max,1tb,n/a,"1249,00",as_good_as_new,iphone 15 pro max 1tb blanco titanio,False,https://es.wallapop.com/item/iphone-15-pro-max-1tb-blanco-titanio-1073788762
51,1073078284,20241127,15,pro max,n/a,n/a,"980,00",new,iphone 15 pro max ,False,https://es.wallapop.com/item/iphone-15-pro-max-1073078284
52,1073195404,20241127,15,plus,128,n/a,"700,00",good,iphone 15 plus 128 gb,False,https://es.wallapop.com/item/iphone-15-plus-128-gb-1073195404
53,1073763823,20241127,15,pro max,512,n/a,"1075,00",as_good_as_new,iphone 15 pro max 512gb azul,False,https://es.wallapop.com/item/iphone-15-pro-max-512gb-azul-1073763823
54,1072741905,20241127,15,basic,128,n/a,"690,00",new,iphone 15 128 gb negro a estrenar,False,https://es.wallapop.com/item/iphone-15-128-gb-negro-a-estrenar-1072741905
55,1073237873,20241127,15,basic,128,n/a,"685,00",good,apple iphone 15 128gb,False,https://es.wallapop.com/item/apple-iphone-15-128gb-1073237873
56,1073787785,20241127,15,pro max,256,n/a,"975,00",as_good_as_new,iphone 15 pro max 256gb titanio natural,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-titanio-natural-1073787785
57,1072706027,20241127,15,pro max,n/a,n/a,"895,00",new,iphone 15 pro max,False,https://es.wallapop.com/item/iphone-15-pro-max-1072706027
58,1072860020,20241127,15,basic,n/a,n/a,"700,00",good,iphone 15,False,https://es.wallapop.com/item/iphone-15-1072860020
59,1073764301,20241127,15,pro max,256,n/a,"975,00",as_good_as_new,iphone 15 pro max 256gb azul,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-azul-1073764301
60,1028390426,20241127,15,pro max,512,n/a,"1100,00",new,iphone 15 pro max 512,False,https://es.wallapop.com/item/iphone-15-pro-max-512-1028390426
61,1073237849,20241127,15,plus,128,n/a,"775,00",good,apple iphone 15 plus 128gb,False,https://es.wallapop.com/item/apple-iphone-15-plus-128gb-1073237849
62,1073787299,20241127,15,pro max,256,n/a,"975,00",as_good_as_new,iphone 15 pro max 256gb titanio negro,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-titanio-negro-1073787299
63,1046526243,20241127,15,pro,256,n/a,"903,95",good,movil iphone 15 pro 256gb negro + caja + cable,False,https://es.wallapop.com/item/movil-iphone-15-pro-256gb-negro---caja---cable-1046526243
64,1072952814,20241127,15,pro,128,n/a,"780,00",new,iphone 15 pro blue de 128gb solo activado,False,https://es.wallapop.com/item/iphone-15-pro-blue-de-128gb-solo-activado-1072952814
65,1073786553,20241127,15,pro max,256,n/a,"975,00",as_good_as_new,iphone 15 pro max 256gb titanio negro,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-titanio-negro-1073786553
66,1067353346,20241127,15,plus,128,n/a,"823,95",good,movil iphone 15 plus 128gb azul + caja + cable,False,https://es.wallapop.com/item/movil-iphone-15-plus-128gb-azul---caja---cable-1067353346
67,1072605784,20241127,15,pro max,256,n/a,"850,00",new,iphone 15 pro max 256gb,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-1072605784
68,1073781227,20241127,15,pro max,256,n/a,"829,00",as_good_as_new,iphone 15 pro max 256gb perfecto estado ,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-perfecto-estado-1073781227
69,1071106196,20241127,15,basic,n/a,n/a,"699,00",new,iphone 15,False,https://es.wallapop.com/item/iphone-15-128gb-1071106196
70,1073237814,20241127,15,pro max,256,n/a,"1069,00",good,apple iphone 15 pro max 256gb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-256gb-1073237814
71,1073743584,20241127,15,pro max,256,n/a,"1200,00",as_good_as_new,iphone 15 pro max blanco titanio 256gb,False,https://es.wallapop.com/item/iphone-15-pro-max-blanco-titanio-256gb-1073743584
72,1071111620,20241127,15,basic,256,n/a,"750,00",new,iphone 15 256gb ,False,https://es.wallapop.com/item/iphone-15-256gb-1071111620
73,1072867337,20241127,15,basic,256,n/a,"559,00",good,iphone 15 256gb,False,https://es.wallapop.com/item/iphone-15-256gb-1072867337
74,1073647407,20241127,15,plus,n/a,n/a,"699,00",as_good_as_new,apple iphone 15 plus rosa,False,https://es.wallapop.com/item/apple-iphone-15-plus-rosa-1073647407
75,1061956895,20241127,15,pro,256,100,"903,95",good,movil iphone 15 pro 256gb titanio 100% salud + funda original,False,https://es.wallapop.com/item/movil-iphone-15-pro-256gb-titanio---funda-original-1061956895
76,1070492771,20241127,15,basic,n/a,n/a,"780,00",new,iphone 15,False,https://es.wallapop.com/item/iphone-15-1070492771
77,1073645189,20241127,15,pro,128,n/a,"750,00",as_good_as_new,iphone 15 pro 128gb,False,https://es.wallapop.com/item/iphone-15-pro-128gb-1073645189
78,1033637892,20241127,15,basic,512,n/a,"1032,00",as_good_as_new,apple iphone 15 512gb rosa - revisado,False,https://es.wallapop.com/item/apple-iphone-15-512gb-rosa-revisado-1033637892
79,1071703660,20241127,15,basic,256,100,"695,00",new,apple iphone 15 azul 256 gb nuevo batería 100%,False,https://es.wallapop.com/item/apple-iphone-15-azul-256-gb-nuevo-bateria-100-1071703660
80,1072534971,20241127,15,basic,n/a,n/a,"800,00",good,iphone 15 ,False,https://es.wallapop.com/item/iphone-15-1072534971
81,1033637872,20241127,15,basic,256,n/a,"991,00",as_good_as_new,apple iphone 15 256gb rosa - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-rosa-revisado-1033637872
82,1071021666,20241127,15,pro,n/a,n/a,"950,00",new,iphone 15 pro,False,https://es.wallapop.com/item/iphone-15-pro-1071021666
83,1072492396,20241127,15,pro,n/a,n/a,"750,00",good,iphone 15 pro ,False,https://es.wallapop.com/item/iphone-15-pro-1072492396
84,1033637853,20241127,15,basic,128,n/a,"798,00",as_good_as_new,apple iphone 15 128gb rosa - revisado,False,https://es.wallapop.com/item/apple-iphone-15-128gb-rosa-revisado-1033637853
85,1070934265,20241127,15,basic,128,n/a,"659,00",new,iphone 15 128 gb,False,https://es.wallapop.com/item/iphone-15-128-gb-1070934265
86,1072789474,20241127,15,pro max,256,n/a,"1069,00",good,apple iphone 15 pro max 256gb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-256gb-1072789474
87,1033637843,20241127,15,basic,512,n/a,"1239,00",as_good_as_new,apple iphone 15 512gb amarillo - revisado,False,https://es.wallapop.com/item/apple-iphone-15-512gb-amarillo-revisado-1033637843
88,1071247953,20241127,15,pro max,256,n/a,"1050,00",new,iphone 15 pro max 256gb,False,https://es.wallapop.com/item/iphone-15-pro-max-1071247953
89,1072784982,20241127,15,pro max,256,n/a,"1069,00",good,apple iphone 15 pro max 256gb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-256gb-1072784982
90,1033637820,20241127,15,basic,256,n/a,"1030,00",as_good_as_new,apple iphone 15 256gb amarillo - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-amarillo-revisado-1033637820
91,1070668944,20241127,15,pro,512,n/a,"1090,00",new,iphone 15 promax 512 gb blue titanium,False,https://es.wallapop.com/item/iphone-15-promax-512-gb-blue-titanium-1070668944
92,1072782208,20241127,15,pro max,1tb,n/a,"1405,00",good,apple iphone 15 pro max 1tb,False,https://es.wallapop.com/item/apple-iphone-15-pro-max-1tb-1072782208
93,1033637812,20241127,15,basic,256,n/a,"918,00",as_good_as_new,apple iphone 15 256gb verde - revisado,False,https://es.wallapop.com/item/apple-iphone-15-256gb-verde-revisado-1033637812
94,1070442472,20241127,15,pro max,n/a,n/a,"1100,00",new,iphone 15 pro max ,False,https://es.wallapop.com/item/iphone-15-pro-max-1070442472
