,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,scrap_locat,dist_scrap_locat,reservado,url
0,1102060787,20250215,14,basic,128,n/a,"479,00",as_good_as_new,iphone 14  128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-128gb-1102060787
1,1102211731,20250215,14,basic,128,n/a,"549,00",as_good_as_new,iphone 14 128gb rojo,madrid,60,False,https://es.wallapop.com/item/iphone-14-128gb-rojo-1102211731
2,1102169783,20250215,14,basic,256,n/a,"550,00",as_good_as_new,iphone 14 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-256gb-1102169783
3,1102176157,20250215,14,pro,256,n/a,"870,00",as_good_as_new,iphone 14 pro 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-1102176157
4,1102153102,20250215,14,basic,n/a,n/a,"450,00",as_good_as_new,iphone 14 red,madrid,60,False,https://es.wallapop.com/item/iphone-14-red-1102153102
5,1102183258,20250215,14,basic,128,n/a,"549,00",as_good_as_new,iphone 14 128gb blanco,madrid,60,False,https://es.wallapop.com/item/iphone-14-128gb-blanco-1102183258
6,1102161351,20250215,14,plus,n/a,n/a,"525,00",as_good_as_new,iphone 14 plus igual a nuevo 📲,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-igual-a-nuevo-1102161351
7,1102214795,20250215,14,pro max,256,n/a,"750,00",as_good_as_new,iphone 14 pro max 256 gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-256-gb-1102214795
8,1101566093,20250215,14,pro max,n/a,n/a,"645,00",as_good_as_new,iphone 14 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1101566093
9,1102217044,20250215,14,pro,256,n/a,"649,00",as_good_as_new,iphone 14 pro 256gb negro,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-negro-1102217044
10,1102214433,20250215,14,plus,256,n/a,"649,00",as_good_as_new,iphone 14 plus 256gb morado,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-morado-1102214433
11,1102179683,20250215,14,pro,128,n/a,"625,00",as_good_as_new,iphone 14 pro 128gb ,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-1102179683
12,1102206621,20250215,14,plus,256,n/a,"649,00",as_good_as_new,iphone 14 plus 256gb morado,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-morado-1102206621
13,1102182500,20250215,14,pro,128,n/a,"625,00",as_good_as_new,iphone 14 pro 128gb negro,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-negro-1102182500
14,1102215492,20250215,14,pro max,128,n/a,"649,00",as_good_as_new,iphone 14 pro max 128gb violeta,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-violeta-1102215492
15,1102181264,20250215,14,plus,256,n/a,"649,00",as_good_as_new,iphone 14 plus 256gb blanco,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-blanco-1102181264
16,1031612091,20250215,14,pro,128,85,"749,00",as_good_as_new,iphone 14 pro 128gb dorado con batería +85%,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-dorado-con-bateria--85-1031612091
17,1102180411,20250215,14,plus,128,n/a,"599,00",as_good_as_new,iphone 14 plus 128gb blanco,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-128gb-blanco-1102180411
18,1102177499,20250215,14,plus,256,n/a,"649,00",as_good_as_new,iphone 14 plus 256gb negro,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-negro-1102177499
19,1102175552,20250215,14,pro,256,n/a,"649,00",as_good_as_new,iphone 14 pro 256gb gold,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-gold-1102175552
20,1102184103,20250215,14,basic,128,n/a,"549,00",as_good_as_new,iphone 14 128gb azul muy buen estado,madrid,60,False,https://es.wallapop.com/item/iphone-14-128gb-azul-muy-buen-estado-1102184103
21,1102173041,20250215,14,pro,128,n/a,"625,00",as_good_as_new,iphone 14 pro 128gb violeta,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-violeta-1102173041
22,1102206174,20250215,14,pro max,128,n/a,"649,00",as_good_as_new,iphone 14 pro max 128gb morado,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-morado-1102206174
23,1102207038,20250215,14,pro max,128,n/a,"649,00",as_good_as_new,iphone 14 pro max 128gb negro,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-negro-1102207038
24,1062144935,20250215,14,pro max,128,n/a,"919,00",as_good_as_new,iphone 14 pro max (128gb) como nuevo,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-como-nuevo-1062144935
25,1102181132,20250215,14,pro,256,n/a,"750,00",as_good_as_new,iphone 14 pro 256 gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256-gb-1102181132
26,1102162062,20250215,14,plus,256,n/a,"575,00",as_good_as_new,iphone 14 plus 256gb impoluto📲 ,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-impoluto-1102162062
27,1102197045,20250215,14,pro max,256,n/a,"699,00",as_good_as_new,iphone 14 pro max 256gb plata,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-256gb-plata-1102197045
28,1102160619,20250215,14,plus,128,n/a,"525,00",as_good_as_new,iphone 14 plus 128gb impoluto📲,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-128gb-impoluto-1102160619
29,1102187552,20250215,14,pro max,512,n/a,"759,00",as_good_as_new,iphone 14 pro max 512gb plata,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-512gb-plata-1102187552
30,1102175998,20250215,14,pro max,256,n/a,"699,00",as_good_as_new,iphone 14 pro max 256gb morado,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-256gb-morado-1102175998
31,1102179548,20250215,14,plus,256,n/a,"649,00",as_good_as_new,iphone 14 plus 256gb azuliphone 14 plus 256gb azul,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-azuliphone-14-plus-256gb-azul-1102179548
32,1062139743,20250215,14,pro max,256,n/a,"959,00",as_good_as_new,iphone 14 pro max (256gb) como nuevo,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-256gb-como-nuevo-1062139743
33,1102174974,20250215,14,pro max,128,n/a,"700,00",as_good_as_new,iphone 14 pro max 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-1102174974
34,1102028632,20250215,14,basic,n/a,n/a,"350,00",as_good_as_new,iphone 14,madrid,60,False,https://es.wallapop.com/item/iphone-14-1102028632
35,1102141077,20250215,14,pro max,128,n/a,"630,00",as_good_as_new,iphone 14 pro max - 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-1102141077
36,1102096325,20250215,14,basic,n/a,87,"415,00",as_good_as_new,iphone 14 ✅perfecto✅ 87%🔋,madrid,60,False,https://es.wallapop.com/item/iphone-14-perfecto-87-1102096325
37,1102071096,20250215,14,basic,256,n/a,"549,00",as_good_as_new,iphone 14 256gb impoluto📲,madrid,60,False,https://es.wallapop.com/item/iphone-14-256gb-impoluto-1102071096
38,1102010532,20250215,14,pro max,n/a,n/a,"690,00",as_good_as_new,iphone 14 pro max ,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1102010532
39,1102093747,20250215,14,pro max,256,n/a,"735,00",as_good_as_new,iphone 14 pro max 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-256gb-1102093747
40,1061734069,20250215,14,pro max,256,n/a,"959,00",as_good_as_new,iphone 14 pro max (256gb) como nuevo,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-256gb-como-nuevo-1061734069
41,1101917383,20250215,14,basic,n/a,n/a,"489,00",as_good_as_new,iphone 14 rojo,madrid,60,False,https://es.wallapop.com/item/iphone-14-rojo-1101917383
42,1102056391,20250215,14,pro max,n/a,n/a,"555,00",as_good_as_new,iphone 14 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1102056391
43,1101981869,20250215,14,basic,128,n/a,"490,00",as_good_as_new,iphone 14 azul 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-azul-128gb-1101981869
44,1101969308,20250215,14,pro,n/a,n/a,"580,00",as_good_as_new,iphone 14 pro,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-1101969308
45,1101923048,20250215,14,basic,256,n/a,"469,00",as_good_as_new,iphone 14 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-256gb-1101923048
46,1101989846,20250215,14,plus,128,n/a,"580,00",as_good_as_new,iphone 14 plus 128 gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-128-gb-1101989846
47,1101932511,20250215,14,pro max,n/a,n/a,"700,00",as_good_as_new,iphone 14 pro max ,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1101932511
48,1095347226,20250215,14,basic,512,92,"510,00",as_good_as_new,apple iphone 14 512gb perfecto estado bat 92,madrid,60,False,https://es.wallapop.com/item/apple-iphone-14-512gb-perfecto-estado-bat-92-1095347226
49,1101927908,20250215,14,pro,256,n/a,"750,00",as_good_as_new,iphone 14 promax 256,madrid,60,False,https://es.wallapop.com/item/iphone-14-promax-256-1101927908
50,1101890317,20250215,14,plus,128,n/a,"450,00",as_good_as_new,iphone 14 plus 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-128gb-1101890317
51,1101828756,20250215,14,basic,128,n/a,"440,00",as_good_as_new,iphone 14 de 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-de-128gb-1101828756
52,1101988839,20250215,14,pro max,128,n/a,"799,99",as_good_as_new,iphone 14 pro max 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-1101988839
53,1101981226,20250215,14,pro,512,n/a,"620,00",as_good_as_new,iphone 14 pro 512gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-512gb-1101981226
54,1101911738,20250215,14,plus,256,n/a,"575,00",as_good_as_new,iphone 14 plus 256gb 📲 ,madrid,60,False,https://es.wallapop.com/item/iphone-14-plus-256gb-1101911738
55,1062149882,20250215,14,pro max,256,100,"989,00",as_good_as_new,iphone 14 pro max (256gb)-batería 100%-como nuevo,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-256gb-bateria-100-como-nuevo-1062149882
56,1101923994,20250215,14,pro max,n/a,n/a,"410,00",as_good_as_new,iphone 14 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-1101923994
57,1101941779,20250215,14,pro max,128,n/a,"600,00",as_good_as_new,iphone 14 pro max 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-1101941779
58,1101926392,20250215,14,pro max,256,n/a,"650,00",as_good_as_new,iphone 14 pro max 256 gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-256-gb-1101926392
59,1101774818,20250215,14,pro,n/a,n/a,"430,00",as_good_as_new,iphone 14 pro,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-1101774818
60,1101891383,20250215,14,pro,256,n/a,"699,00",as_good_as_new,iphone 14 pro 256gb nuevo,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-nuevo-1101891383
61,1102176492,20250215,14,pro,256,n/a,"649,00",as_good_as_new,iphone 14 pro 256gb buen estado,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-buen-estado-1102176492
62,1062149312,20250215,14,pro max,128,100,"949,00",as_good_as_new,iphone 14 pro max (128gb)-batería 100%-como nuevo,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-bateria-100-como-nuevo-1062149312
