,id,nombre,precio,estado,reservado,url
0,1092712959,iphone 16 pro / 128gb / titanio natural,"970,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-128gb-titanio-natural-1092712959
1,1093966090,iphone 16 pro,"830,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-1093966090
2,1093957383,iphone 16 pro max,"800,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-max-1093957383
3,1093909626,iphone 16 pro max 256gb,"9999,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-max-256gb-1093909626
4,1093902793,apple iphone 16 128gb,"799,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-128gb-1093902793
5,1093899565,apple iphone 16 128gb,"799,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-128gb-1093899565
6,1093716635,iphone 16 plus,"899,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-plus-1093716635
7,1093899534,apple iphone 16 pro 128gb,"1005,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-pro-128gb-1093899534
8,1093391437,iphone 16 pro max 512 gb,"1250,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-max-512-gb-1093391437
9,1093580789,iphone 16,"650,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-1093580789
10,1093897194,apple iphone 16 plus 256gb,"995,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-plus-256gb-1093897194
11,1093772618,iphone 16 black 128 gb. impoluto. ,"699,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-black-128-gb-impoluto-1093772618
12,1093675713,iphone 16 pro 256gb desierto,"1099,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-256gb-desierto-1093675713
13,1093900881,otras unidades apple apple iphone 16 pro 256gb 100% bat,"1085,00",as_good_as_new,False,https://es.wallapop.com/item/otras-unidades-apple-apple-iphone-16-pro-256gb-100-bat-1093900881
14,1093545170,iphone 16 ,"800,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-1093545170
15,1093694742,iphone 16 plus 128gb azul ultramar,"899,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-plus-128gb-azul-ultramar-1093694742
16,1093693356,iphone 16 pro max 256gb negro,"1185,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-max-256gb-negro-1093693356
17,1093453629,iphone 16,"750,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-1093453629
18,1093655079,iphone 16 pro 256gb 1 ciclo,"1125,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-256gb-1-ciclo-1093655079
19,1093646992,iphone 16 pro 256gb titanio negro,"1099,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-256gb-titanio-negro-1093646992
20,1093503921,iphone 16 128gb,"750,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-128gb-1093503921
21,1089168015,iphone 16 256gb rosa,"850,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-256gb-rosa-1089168015
22,1093320146,iphone 16,"800,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-1093320146
23,1093173275,iphone 16,"800,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-1093173275
24,1093561999,iphone 16 plus 256gb ,"900,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-plus-256gb-1093561999
25,1093698055,iphone 16 pro max 256gb desierto 1 ciclo carga,"1185,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-max-256gb-desierto-1-ciclo-carga-1093698055
26,1093350936,vendo iphone 16 urgente ,"1000,00",as_good_as_new,False,https://es.wallapop.com/item/vendo-iphone-16-urgente-1093350936
27,1093080763,iphone 16,"900,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-1093080763
28,1093045886,iphone 16 plus ,"1000,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-plus-1093045886
29,1093130217,iphone 16 pro 256gb,"1125,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-256gb-1093130217
30,1092989245,iphone 16 128gb,"700,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-128gb-1092989245
31,1093349894,çambio iphone 16 de 128 gpor un coche ,"1000,00",as_good_as_new,False,https://es.wallapop.com/item/cambio-iphone-16-de-128-g-1093349894
32,1093133858,iphone 16 pro max,"870,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-max-1093133858
33,1093478522,ipone 16 128gb,"799,00",as_good_as_new,False,https://es.wallapop.com/item/ipone-16-128gb-1093478522
34,1093055028,iphone 16 128gb,"650,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-128gb-1093055028
35,1093114668,iphone 16 pro max 512gb,"1400,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-max-512gb-1093114668
36,1093127695,iphone 16 pro max 256 blanco,"1120,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-max-256-blanco-1093127695
37,1093115916,iphone 16 pro blanco,"950,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-blanco-1093115916
38,1093217035,apple iphone 16 pro 256gb,"1109,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-pro-256gb-1093217035
39,1093192680,iphone 16 pro max 256gb blanco,"1080,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-max-256gb-blanco-1093192680
40,1092961413,iphone 16 pro 256gb 100%,"999,99",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-256gb-100-1092961413
41,1093038081,¡iphone 16 128gb perfecto estado!,"750,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16128gb-perfecto-estado-1093038081
42,1093863311,phone 16 pro max de 512 gb ,"1350,00",as_good_as_new,False,https://es.wallapop.com/item/phone-16-pro-max-de-512-gb-1093863311
43,1093554777,cambio s24 ultra por iphone 16 o pixel 9 pro ,"800,00",as_good_as_new,False,https://es.wallapop.com/item/cambio-s24-ultra-por-iphone-16-1093554777
44,1093215595,apple iphone 16 plus 128gb (100% bat),"889,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-plus-128gb-100-bat-1093215595
45,1093110137,iphone 16 pro 256gb titanium black,"1100,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-256gb-titanium-black-1093110137
46,1092025169,iphone 16 plus,"815,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-plus-1092025169
47,1092846974,apple iphone 16 128gb,"799,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-128gb-1092846974
48,1092338166,iphone 16 256gb negro,"950,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-256gb-negro-1092338166
49,1092849984,apple iphone 16 pro 128gb,"1005,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-pro-128gb-1092849984
50,1091991828,iphone 16 plus 256gb,"950,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-plus-256gb-1091991828
51,1092405115,apple iphone 16 128gb,"799,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-128gb-1092405115
52,1092409515,apple iphone 16 128gb,"799,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-128gb-1092409515
53,1092410735,apple iphone 16 plus 256gb,"995,00",as_good_as_new,False,https://es.wallapop.com/item/apple-iphone-16-plus-256gb-1092410735
54,1091905726,iphone 16 pro 128gb 100% ,"999,99",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-pro-128gb-100-1091905726
55,1090709024,iphone 16,"760,00",as_good_as_new,False,https://es.wallapop.com/item/iphone-16-1090709024
