,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,scrap_locat,dist_scrap_locat,reservado,url,tiene_color,tiene_emojis,tiene_revisado,comentario
0,1101985796,20250218,16,pro,,,"1075,00",as_good_as_new,iphone 16 pro,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-1101985796,False,False,False,"Detalles del producto
¡¡¡REBAJAS SOLO FEBRERO!!! Damos 3 años de garantía.
Apple Iphone 16 Pro de 256GB. color Titanio desierto. COMO NUEVO. Bateria al 100%.
Estamos en Paseo extremadura 46, de 10 a 14 y 16:30 a 20:30 de lunes a sábado.
Aceptamos tu iphone 16 o 15 pro max en parte de pago 383082
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 16 Pro
Color
Beige
Capacidad de almacenamiento
256 GB"
1,1103462936,20250218,16,plus,,,"850,00",as_good_as_new,iphone 16 plus,madrid,60,False,https://es.wallapop.com/item/iphone-16-plus-1103462936,False,False,False,"Detalles del producto
Nuevo sin abrir de la caja .escucho ofertas o cambio por algo que me interese
Estado
Como nuevo
Marca
iphone
Modelo
16 plus
Color
Verde
Capacidad de almacenamiento
256 GB"
2,1103464443,20250218,16,basic,256.0,,"799,00",as_good_as_new,iphone 16 256gb rosa,madrid,60,False,https://es.wallapop.com/item/iphone-16-256gb-rosa-1103464443,True,False,False,"Detalles del producto
IPHONE 16 256GB ROSA IMPECABLE COMO NUEVO CON CAJA
100% SALUD BATERIA 29 CICLOS CARGA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO, DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
IPHONE 16
Color
Rosa
Capacidad de almacenamiento
256 GB"
3,1103538682,20250218,16,pro,256.0,,"1049,00",as_good_as_new,iphone 16 pro 256gb titanio negro,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-256gb-titanio-negro-1103538682,True,False,False,"Detalles del producto
IPHONE 16 PRO 256GB TITANIO NEGRO IMPECABLE COMO NUEVO CON CAJA 
100% SALUD BATERIA Y 36 CICLOS CARGA
COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
IPHONE 16 PRO
Color
Negro
Capacidad de almacenamiento
256 GB"
4,1103453176,20250218,16,pro,,,"900,00",as_good_as_new,apple iphone 16 pro titanium ,madrid,60,False,https://es.wallapop.com/item/apple-iphone-16-pro-titanium-1103453176,False,False,False,"Detalles del producto
Apple iPhone 16 Pro, Titanio Desierto, 128 GB, 5G, 6.3 "" OLED Super Retina XDR, Chip A18 Pro, iOS

• 1 ciclo de carga 
• ⁠garantía hasta el 12/01/2026
• ⁠NO NEGOCIABLE 💰 
• ⁠NO ENVÍOS 📦 
• ⁠NO CONTESTO OFERTAS

*ENTREGO COMO SE VEN EN LAS FOTOS*
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 16 Pro
Color
Beige
Capacidad de almacenamiento
128 GB"
5,1103478252,20250218,16,pro max,256.0,,"750,00",as_good_as_new,iphone 16 pro max 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-256gb-1103478252,False,False,False,"Detalles del producto
En venta mi iPhone 16 Pro Max 256Gb color Black Titanium en perfecto estado y junto a todos sus accesorios originales, nunca abierto ni reparado, factura y garantía activa, 100% de batería y disponible para todas las operadoras.
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 16 Pro Max
Color
Negro
Capacidad de almacenamiento
256 GB"
6,1103432191,20250218,16,pro max,,,"1000,00",as_good_as_new,iphone 16 pro max,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-1103432191,False,False,False,"Detalles del producto
vendo iphone pro max de 256 gb en buen estado
Estado
Como nuevo
Marca
Apple
Modelo
Iphone 16 pro max
Color
Dorado
Capacidad de almacenamiento
256 GB"
7,1103517411,20250218,16,pro,256.0,,"1080,00",as_good_as_new,iphone 16 pro 256,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-256-1103517411,False,False,False,"Detalles del producto
como nuevo
256 gb 
bateria al 100% - 70 cargas
color desert titanium

No contesto ofertas ridiculas, mejor ni escribas.
Se entrega en mano.
Estado
Como nuevo
Marca
Apple
Modelo
Color
Oro rosa
Capacidad de almacenamiento
256 GB"
8,1100748947,20250218,16,pro,,,"899,00",as_good_as_new,iphone 16 pro desierto,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-desierto-1100748947,False,False,False,"Detalles del producto
Como salido de fabrica impecable muy poco uso siempre con protector de pantalla y funda. Bateria al 100%
Garantia hasta Noviembre de 2027.

- CON CAJA , ENCHUFE DE CARGA Y TODOS SUS ACCESORIOS
- IPHONE 16 PRO 128GB COLOR DESIERTO - 899€

- PRECIO NO NEGOCIABLE , NI SE CAMBIA POR NADA.
Estado
Como nuevo
Marca
Apple
Modelo
IPHONE 16 PRO
Color
Dorado
Capacidad de almacenamiento
128 GB"
9,1103466601,20250218,16,pro max,512.0,,"1299,00",as_good_as_new,iphone 16 pro max 512gb negro,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-512gb-negro-1103466601,True,False,False,"Detalles del producto
IPHONE 16 PRO MAX 512GB TITANIO NEGRO IMPECABLE SOLO PROBADO CON CAJA
100% SALUD BATERIA 
1 CICLO DE CARGA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO, DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
IPHONE 16 PRO MAX
Color
Negro
Capacidad de almacenamiento
512 GB"
10,1103465699,20250218,16,pro max,256.0,,"1125,00",as_good_as_new,iphone 16 pro max 256gb desierto,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-256gb-desierto-1103465699,False,False,False,"Detalles del producto
IPHONE 16 PRO MAX 256GB TITANIO ORO ROSA IMPECABLE SOLO PROBADO COMO NUEVO CON CAJA
100% SALUD BATERIA 
1 CICLO DE CARGA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO, DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
Iphone 16 PRO MAX
Color
Oro rosa
Capacidad de almacenamiento
256 GB"
11,1103358225,20250218,16,basic,,,"610,00",as_good_as_new,iphone 16 nuevo ,madrid,60,False,https://es.wallapop.com/item/iphone-16-nuevo-1103358225,False,False,False,"Detalles del producto
Se vende iPhone 16 color negro con su caja y cable de carga,comprado en diciembre así que le queda garantía con Apple hasta diciembre de este año,esta como nuevo,sin marcas de uso,está como si lo sacas ahora de la caja, desde el primer día con funda y protector de pantalla. Precio no negociable,no negociable.
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 15 Pro
Color
Negro
Capacidad de almacenamiento
128 GB"
12,1103391141,20250218,16,pro,256.0,,"1049,00",as_good_as_new,iphone 16 pro 256gb desierto,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-256gb-desierto-1103391141,False,False,False,"Detalles del producto
IPHONE 16 PRO 256GB TITANIO DESIERTO ORO ROSA IMPECABLE
COMO NUEVO CON CAJA
100% SALUD BATERIA Y 44 CICLOS CARGA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
IPHONE 16 PRO
Color
Oro rosa
Capacidad de almacenamiento
256 GB"
13,1103387227,20250218,16,plus,128.0,,"899,00",as_good_as_new,iphone 16 plus 128gb azul ultramar,madrid,60,False,https://es.wallapop.com/item/iphone-16-plus-128gb-azul-ultramar-1103387227,True,False,False,"Detalles del producto
IPHONE 16 PLUS 128GB AZUL ULTRAMAR IMPECABLE SOLO PROBADO COMO NUEVO
CON CAJA 
100% SALUD BATERIA 
2 CICLOS DE CARGA
COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
iphone 16 Plus
Color
Azul
Capacidad de almacenamiento
128 GB"
14,1103386271,20250218,16,pro,128.0,,"925,00",as_good_as_new,iphone 16 pro 128gb titanio negro,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-128gb-titanio-negro-1103386271,True,False,False,"Detalles del producto
IPHONE 16 PRO 128GB TITANIO NEGRO IMPECABLE COMO NUEVO SOLO PROBADO CON CAJA
100% SALUD BATERIA
5 CICLOS DE CARGA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
IPHONE 16 PRO
Color
Negro
Capacidad de almacenamiento
128 GB"
15,1103390241,20250218,16,pro max,256.0,,"1099,00",as_good_as_new,iphone 16 pro max 256gb natural,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-max-256gb-natural-1103390241,False,False,False,"Detalles del producto
IPHONE 16 PRO MAX 256GB TITANIO NATURAL GRIS IMPECABLE COMO NUEVO CON CAJA
100% SALUD BATERIA Y 19 CICLOS CARGA

COMPRAMOS MOVILES

TIENDA FISICA SITUADA EN CALLE GALILEO 59 (CHAMBERÍ) MADRID METRO: ISLAS FILIPINAS, CANAL, QUEVEDO O MONCLOA. ACEPTAMOS MOVILES COMO PARTE DE PAGO DE LUNES A VIERNES LLAMANDO AL 691 777 777 TAMBIÉN ATENDEMOS POR WHATSAPP ENVIAMOS A TODA ESPAÑA A TRAVÉS DE NUESTRA PÁGINA MOVILTELAN DAMOS FACTURA Y GARANTÍA ESCRIBANOS SIN COMPROMISO
Estado
Como nuevo
Marca
Apple
Modelo
IPHONE 16 PRO MAX
Color
Gris
Capacidad de almacenamiento
256 GB"
16,1103170738,20250218,16,basic,,,"730,00",as_good_as_new,iphone 16,madrid,60,False,https://es.wallapop.com/item/iphone-16-1103170738,False,False,False,"Detalles del producto
Iphone 16 en buena estado 100 % batería. Sin ningún arañazo. Impecable. Entrega en mano
Estado
Como nuevo
Marca
Apple
Modelo
iphone 16
Color
Azul marino
Capacidad de almacenamiento
128 GB"
17,1103229785,20250218,16,basic,,,"500,00",as_good_as_new,iphone 16,madrid,60,False,https://es.wallapop.com/item/iphone-16-1103229785,False,False,False,"Detalles del producto
iPhone 16 normal bateria 100% en de 128 gb esta nuevo muy poco uso
Estado
Como nuevo
Marca
Apple
Color
Azul"
18,1103432004,20250218,16,pro,128.0,,"900,00",as_good_as_new,iphone 16 pro 128gb,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-128gb-1103432004,False,False,False,"Detalles del producto
solo 15 dias de uso bateria al 100%
Estado
Como nuevo
Marca
Apple
Color
Negro"
19,1102970653,20250218,16,basic,,,"950,00",as_good_as_new,iphone 16 ,madrid,60,False,https://es.wallapop.com/item/iphone-16-1102970653,False,False,False,"Detalles del producto
iPhone 16
Perfectas condiciones función como nuevo 100%de batería nada más que llevo 4 meses con el lo vendo por qué quiero el rosa es de 256gb nada más tiene una pequeña rotura en la esquina de la derecha pero no es profunda es superficial lo tocas y apenas lo notas no afecta para nada en su funcionamiento tengo caja cargador
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 16
Color
Azul
Capacidad de almacenamiento
256 GB"
20,1103333552,20250218,16,pro,128.0,,"929,99",as_good_as_new,iphone 16 pro 128gb desert titanium,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-128gb-desert-titanium-1103333552,False,False,False,"Detalles del producto
Nuevo e impecable, detallado en fotografias

💲Precio definitivo, no sujeto a negociación

🧾 Se entrega con factura que incluye la garantía legal vigente

🏦 Se aceptan múltiples formas de pago, transferencia, monedero de wallapop, pago con tarjeta o bien apple pay

📋 Vendedor profesional, que opera a través de empresa

🤝 Entrega en mano en la zona del ensanche de vallecas

📦 Envíos exclusivamente a través de la aplicación y con correos
Estado
Como nuevo
Marca
Apple
Modelo
16 pro
Color
Dorado
Capacidad de almacenamiento
128 GB"
21,1103138658,20250218,16,basic,,,"750,00",as_good_as_new,iphone 16 ,madrid,60,False,https://es.wallapop.com/item/iphone-16-1103138658,False,False,False,"Detalles del producto
nuevo sin abrir color negro 128gb
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 15 Plus
Color
Blanco
Capacidad de almacenamiento
256 GB"
