,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,reservado,url,tiene_color,tiene_emojis,tiene_revisado,comentario
936,1066731096,20241114,15,pro,,,"790,00",as_good_as_new,iphone 15 pro,False,https://es.wallapop.com/item/iphone-15-pro-1066731096,False,False,False,"Vendo Iphone 15 pro de 128 GB color titanio, siempre con carcasa. En perfecto estado. Capacidad de bateria 93%. Comprado en apple store. 
No acepto cambios"
937,1069146716,20241114,14,pro max,128,,"795,00",as_good_as_new,iphone 14 pro max 128gb morado,False,https://es.wallapop.com/item/iphone-14-pro-max-128gb-morado-1069146716,True,False,False,
938,1062805785,20241114,14,basic,128,,"503,95",good,iphone 14 128gb negro,False,https://es.wallapop.com/item/iphone-14-128gb-negro-1062805785,True,False,False,
939,1067682827,20241114,15,pro max,256,,"950,00",as_good_as_new,iphone 15 pro max 256gb,False,https://es.wallapop.com/item/iphone-15-pro-max-256gb-1067682827,False,False,False,Iphone 15 pro max 256 gb. 100% bateria. precio no negociable
940,1069188804,20241114,14,plus,512,,"749,00",as_good_as_new,iphone 14 plus 512gb impecable,False,https://es.wallapop.com/item/iphone-14-plus-512gb-impecable-1069188804,False,False,False,
941,1051094558,20241114,14,pro max,,,"750,00",good,iphone 14 pro max,False,https://es.wallapop.com/item/iphone-14-pro-max-1051094558,False,False,False,
942,1067352991,20241114,15,basic,128,,"590,00",as_good_as_new,iphone 15 128gb - garantía 3 años,False,https://es.wallapop.com/item/iphone-15-128gb-garantia-3-anos-1067352991,False,True,False,"¡¡¡Oferta!!!
Iphone 15 128gb. BATERÍA 92%. Fotos originales. Pequeño golpe que no afecta a su funcionamiento. DAMOS 2 AÑOS DE GARANTÍA. Fotos originales. 38112"
943,1069154108,20241114,14,plus,256,,"725,00",as_good_as_new,iphone 14 plus 256gb azuliphone 14 plus 256gb azul,False,https://es.wallapop.com/item/iphone-14-plus-256gb-azuliphone-14-plus-256gb-azul-1069154108,True,False,False,
944,1050484627,20241114,14,pro max,,,"650,00",good,iphone 14 pro max,False,https://es.wallapop.com/item/iphone-14-pro-max-1050484627,False,False,False,
945,1067433211,20241114,15,pro max,512,,"800,00",as_good_as_new,iphone 15 pro max 512gb,False,https://es.wallapop.com/item/iphone-15-pro-max-512gb-1067433211,False,False,False,"Esta usado pero se encuentra como nuevo la verdad y no tiene ningun defecto.

capacidad 512gb y 89% de bateria."
946,1069033011,20241114,14,pro max,,,"750,00",as_good_as_new,iphone 14 pro max,False,https://es.wallapop.com/item/iphone-14-pro-max-1069033011,False,False,False,
947,1033637014,20241114,14,pro max,128,,"804,00",as_good_as_new,apple iphone 14 pro max 128gb morado oscuro - revisado,False,https://es.wallapop.com/item/apple-iphone-14-pro-max-128gb-morado-oscuro-revisado-1033637014,True,True,True,
948,1063888392,20241114,14,basic,,,"400,00",good,iphone 14 ,False,https://es.wallapop.com/item/iphone-14-1063888392,False,False,False,
949,1067065985,20241114,15,pro max,,,"850,00",as_good_as_new,iphone 15 pro max ,False,https://es.wallapop.com/item/iphone-15-pro-max-1067065985,False,False,False,iphone 15 pro max
950,1033636997,20241114,14,pro max,256,,"853,00",as_good_as_new,apple iphone 14 pro max 256gb morado oscuro - revisado,False,https://es.wallapop.com/item/apple-iphone-14-pro-max-256gb-morado-oscuro-revisado-1033636997,True,True,True,
