,id,nombre,precio,estado,reservado,url
0,1096886984,iphone 14 pro 128gb,"575,00",good,False,https://es.wallapop.com/item/iphone-14-pro-128gb-1096886984
1,1102219222,iphone 14 pro negro space 128gb,"580,00",good,False,https://es.wallapop.com/item/iphone-14-pro-negro-space-128gb-1102219222
2,1102178036,iphone 14 pro max 256gb negro,"699,00",good,False,https://es.wallapop.com/item/iphone-14-pro-max-256gb-negro-1102178036
3,1102219817,iphone 14 pro max 256gb black 83% bateria,"640,00",good,False,https://es.wallapop.com/item/iphone-14-pro-max-256gb-black-83-bateria-1102219817
4,1101975658,iphone 14,"380,00",good,False,https://es.wallapop.com/item/iphone-14-1101975658
5,1101976344,iphone 14,"450,00",good,False,https://es.wallapop.com/item/iphone-14-1101976344
6,1102205458,iphone 14 pro 256gb deep purple 100% bat.,"495,00",good,False,https://es.wallapop.com/item/iphone-14-pro-256gb-deep-purple-100-bat-1102205458
7,1101891221,iphone 14,"400,00",good,False,https://es.wallapop.com/item/iphone-14-1101891221
8,1101881826,iphone 14 pro 128gb e0103654cv,"549,00",good,False,https://es.wallapop.com/item/iphone-14-pro-128gb-1101881826
9,1102047348,iphone 14 pro max blanco,"480,00",good,False,https://es.wallapop.com/item/iphone-14-pro-max-blanco-1102047348
10,1101769994,iphone 14 128gb,"500,00",good,False,https://es.wallapop.com/item/iphone-14-128gb-1101769994
11,1101789279,iphone 14 pro max,"700,00",good,False,https://es.wallapop.com/item/iphone-14-pro-max-1101789279
12,1101724213,iphone 14 pro max ,"430,00",good,False,https://es.wallapop.com/item/iphone-14-pro-max-1101724213
13,1101573580,iphone 14 plus ,"699,00",good,False,https://es.wallapop.com/item/iphone-14-plus-1101573580
14,1101889120,iphone 14 plus de 128gb/87 bat factura y garantia,"585,00",good,False,https://es.wallapop.com/item/iphone-14-plus-de-128gb-87-bat-factura-y-garantia-1101889120
15,1067248060,iphone 14 plus 512 gb,"490,00",good,False,https://es.wallapop.com/item/iphone-14-plus-512-gb-1067248060
16,1101208815,iphone 14,"400,00",good,False,https://es.wallapop.com/item/iphone-14-1101208815
17,1102109759,apple iphone 14 plus 128gb,"589,00",good,False,https://es.wallapop.com/item/apple-iphone-14-plus-128gb-1102109759
