,id,fecha,gen,mod,memoria,bateria,precio,estado,nombre,scrap_locat,dist_scrap_locat,reservado,url,tiene_color,tiene_emojis,tiene_revisado,comentario,tienda,garantia
0,1033637533,20250117,14,basic,,,"615,37",good,apple iphone 14 128gb amarillo - revisado,madrid,60,False,https://es.wallapop.com/item/apple-iphone-14-128gb-amarillo-revisado-1033637533,True,True,True,,,
1,1041328668,20250117,14,pro,256,87,"755,00",as_good_as_new,iphone 14 pro 256gb,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-256gb-1041328668,False,False,False,"Detalles del producto
Vendo Iphone 14 pro 256gb libre. 

El movil esta en perfecto estado fisico, nunca se ha golpeado ni arañado y lleva funda y Protector de pantalla. 

Lo cambie porque me compré un modelo mas nuevo. La salud de la Bateria esta al 87%.

Cualquier detalle que quieras saber preguntame!
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Blanco
Capacidad de almacenamiento
256 GB",False,False
2,1050749680,20250117,15,pro,512,,"999,00",as_good_as_new,iphone 15 promax titanio apple care+,madrid,60,False,https://es.wallapop.com/item/iphone-15-promax-titanio-1050749680,True,True,False,"Detalles del producto
en perfecto estado, con apple care+y funda silicona de regalo, 516Gb
Estado
Como nuevo
Marca
Apple
Modelo
iPhone 15 Pro
Color
Gris
Capacidad de almacenamiento
512 GB",False,True
3,1079824658,20250117,16,pro,512,100,"1280,00",as_good_as_new,iphone 16 pro 512gb,madrid,60,False,https://es.wallapop.com/item/iphone-16-pro-512gb-1079824658,False,False,False,"Detalles del producto
Vendo iphone 16 pro practicamente nuevo, comprado a finales de septiembre online en la app store, color titanio natural, esta impoluto sin marcas ni arañazos, 100% salud de bateria, en su caja otiginal
Estado
Como nuevo
Marca
Apple
Modelo
Iphone 16 pro
Color
Gris
Capacidad de almacenamiento
512 GB",False,False
4,1086495043,20250117,15,pro,,,"800,00",good,iphone 15 pro,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-1086495043,False,False,False,"Detalles del producto
En buen estado
Estado
Buen estado
Marca
Iphone
Color
Gris espacial",False,False
5,1088399856,20250117,16,basic,512,,"920,00",new,apple iphone 16 512gb nuevo garantia,madrid,60,False,https://es.wallapop.com/item/apple-iphone-16-512gb-nuevo-garantia-1088399856,False,False,False,"Detalles del producto
👇👇👇👇👇👇👇👇
👉NO NEGOCIABLE👈
👆👆👆👆👆👆👆👆

Apple Iphone 16 512gb Black.
nuevo, sin usar
Garantia Apple hasta 14.11.25
Factura
Con caja y cable 
libre

no es reacondicionado
no se ha cambiado ninguna pieza

No negociable, no cambio.
Estado
Nuevo
Marca
Apple
Modelo
Iphone 16
Color
Negro
Capacidad de almacenamiento
512 GB",True,False
6,1089964739,20250117,15,pro,128,99,"860,00",new,iphone 15 pro ,madrid,60,False,https://es.wallapop.com/item/iphone-15-pro-1089964739,False,False,False,"Detalles del producto
SOLO ESTA DOMINGO !!📲

IPHONE 15 PRO 128 GB🔥

estado: el telefono dispone de 99% de la durabilidad de la bateria, todo piezas originales✅, movil sin abrir🪛, con face id y true trone totalmente funcionales, ademas de las camaras📸, altavoces🔊, y microfonos🎙️.✅

TOTALMENTE LIBRE DE ICLOUD🔓

estado estetico: 10/10✅

Que trae consigo el dispositivo: cable de carga 2 m, y una funda macshafe de regalo.✅

precio negociable hasta: FIJO🔍

cualquier duda chat📲

RECOGIDA: Calle planeta saturno 1
disponible 24H✅📞
Estado
Nuevo
Marca
Apple
Modelo
iPhone 15 Pro
Color
Gris espacial
Capacidad de almacenamiento
128 GB",False,False
7,1090488159,20250117,14,pro,128,100,"630,00",new,iphone 14 pro 128gb negro espacial reacondicionado,madrid,60,False,https://es.wallapop.com/item/iphone-14-pro-128gb-negro-espacial-reacondicionado-1090488159,True,False,False,"Detalles del producto
iPhone 14 Pro 128GB Negro Espacial (Reacondicionado) con 100% de baterria y factura
Estado
Nuevo
Marca
Apple
Modelo
iPhone 14 Pro
Color
Negro
Capacidad de almacenamiento
128 GB",False,True
8,1090509686,20250117,16,basic,256,80,"905,00",good,apple iphone 16 256gb,madrid,60,False,https://es.wallapop.com/item/apple-iphone-16-256gb-1090509686,False,False,False,"Detalles del producto
El precio mostrado es el de venta en nuestra tienda. El precio de este producto en nuestra página web puede ser diferente. apple iphone 16 256gb CF001_E30529_0 es un objeto que se ofrece en estado muy bueno. Todos nuestros productos cuentan con garantía de 3 años y un plazo de devolución de 14 días. Porcentaje de bateria: 100 | Cable cargador: Si | Vida util bateria mayor del 80%: Si | Numero de sim: 1 (simple-sim) | Informacion adicional: Revisar el estado de uso en las imágenes. bateria 100% | Caja original: Si | Sistema operativo: Ios | 3g: 5g | Memoria ram: 8 | Megapixels: 48 | Operador: Libre | Capacidad: 256 | Pulgadas:
Estado
Buen estado
Marca
x
Modelo
x
Color
Verde noche",True,False
9,1089924367,20250117,16,basic,128,,"799,90",good,smartphone iphone 16 128 gb,madrid,60,False,https://es.wallapop.com/item/smartphone-iphone-16-128-gb-1089924367,False,False,False,"Detalles del producto
Smartphone Iphone 16 128 GB Incluye Cable de carga.(Arañazo profundo parte superior )

🏪 Somos tiendas 
📦 Envíos nacionales (Exc. Canarias, Ceuta y Melilla) 
☎️ 961 485 857 

Ref:7-74809
Estado
Buen estado
Marca
x
Modelo
x
Color
Verde noche",True,False
